id,proba,label
32691,0.9855705499649048,1
69150,0.8123953938484192,1
25061,0.04328346997499466,0
32049,0.8271609544754028,1
89642,0.6716888546943665,1
56124,0.0039241318590939045,0
1268,0.003955196589231491,0
75142,0.0028768444899469614,0
19508,0.17374050617218018,0
10386,0.004072972573339939,0
18726,0.005539788864552975,0
52603,0.02980264090001583,0
29873,0.9731622338294983,1
57369,0.12859714031219482,0
16749,0.0016789479414001107,0
64891,0.6661498546600342,1
65832,0.012570375576615334,0
95604,0.017429521307349205,0
14389,0.7207063436508179,1
83920,0.44931337237358093,0
65342,0.027901841327548027,0
78914,0.005411394871771336,0
50261,0.04029521718621254,0
53769,0.011711671017110348,0
61503,0.0172435212880373,0
56473,0.05023542791604996,0
3567,0.4619312286376953,0
59170,0.001103874878026545,0
2145,0.0666409581899643,0
5213,0.019339920952916145,0
68409,0.948738157749176,1
91405,0.5380059480667114,1
48296,0.7657350897789001,1
62970,0.2545297145843506,0
80426,0.7284765839576721,1
26547,0.02132171206176281,0
4621,0.15056048333644867,0
95176,0.002885637804865837,0
20984,0.8815170526504517,1
84107,0.9437286853790283,1
26397,0.031346287578344345,0
35497,0.0033769092988222837,0
18059,0.8465110659599304,1
12468,0.007366049103438854,0
93051,0.007347161415964365,0
98701,0.2646262049674988,0
18306,0.03773288056254387,0
52091,0.041765112429857254,0
56207,0.5534981489181519,1
17908,0.002237630309537053,0
59738,0.050015948712825775,0
40982,0.3422290086746216,0
41035,0.16067858040332794,0
9152,0.013691338710486889,0
91058,0.5013273358345032,1
86357,0.26930224895477295,0
84162,0.005592825822532177,0
9863,0.002140173688530922,0
1967,0.8120587468147278,1
83675,0.011136590503156185,0
49650,0.004642586223781109,0
2634,0.7862550616264343,1
90843,0.05862182006239891,0
21075,0.004304814618080854,0
82301,0.014249894767999649,0
62948,0.02758973464369774,0
62504,0.1857994943857193,0
76295,0.04467886686325073,0
86417,0.039326369762420654,0
53491,0.006164740305393934,0
26985,0.035000719130039215,0
24396,0.9536306262016296,1
5316,0.007641649805009365,0
1925,0.013876562006771564,0
62703,0.18215283751487732,0
53027,0.014746684581041336,0
62375,0.2892361283302307,0
23810,0.0049282945692539215,0
73914,0.0380413718521595,0
93041,0.0011767665855586529,0
28406,0.007622356992214918,0
95086,0.9121173024177551,1
59140,0.07014674693346024,0
61349,0.848440945148468,1
49360,0.49725741147994995,0
63280,0.19968287646770477,0
13750,0.004176088608801365,0
74908,0.011380513198673725,0
74906,0.06626743823289871,0
7528,0.9644764065742493,1
57823,0.12898331880569458,0
18356,0.3047136664390564,0
80243,0.9522423148155212,1
78462,0.01181703433394432,0
80597,0.8917275667190552,1
73482,0.005141954869031906,0
46082,0.036601584404706955,0
42631,0.245719313621521,0
56098,0.23891723155975342,0
30145,0.04454959183931351,0
39827,0.6591991782188416,1
56241,0.29966288805007935,0
93528,0.7821940779685974,1
43810,0.006124409381300211,0
90236,0.14250080287456512,0
36201,0.003373549086973071,0
61085,0.06769424676895142,0
76015,0.02233954705297947,0
39607,0.8584079742431641,1
54780,0.09092174470424652,0
19075,0.020349666476249695,0
46812,0.07340140640735626,0
7198,0.6953285932540894,1
26187,0.5370767116546631,1
79042,0.005337020382285118,0
21567,0.04367974400520325,0
28690,0.0035538647789508104,0
90243,0.5594231486320496,1
43175,0.029630187898874283,0
96250,0.08763159811496735,0
92317,0.008113108575344086,0
45702,0.050747305154800415,0
58672,0.02739606238901615,0
53609,0.07310047745704651,0
37160,0.37154248356819153,0
37814,0.0432470440864563,0
35719,0.008153680711984634,0
24316,0.22872255742549896,0
30148,0.8353127241134644,1
68459,0.009171082638204098,0
64125,0.5906829833984375,1
47263,0.7489968538284302,1
5349,0.027534443885087967,0
28905,0.008769785985350609,0
68253,0.6544116735458374,1
12067,0.08684423565864563,0
92046,0.15216200053691864,0
92738,0.012085397727787495,0
27498,0.8664734959602356,1
43910,0.02306211180984974,0
26439,0.046422798186540604,0
80512,0.12530729174613953,0
65801,0.004180147312581539,0
49260,0.002287558512762189,0
9467,0.3385379910469055,0
50241,0.18355494737625122,0
34018,0.8834407925605774,1
73962,0.3563516438007355,0
50379,0.166725292801857,0
84036,0.0077882627956569195,0
52104,0.47393667697906494,0
34528,0.1608733981847763,0
95830,0.6240158677101135,1
7653,0.37564560770988464,0
96472,0.2065744251012802,0
13647,0.8062881827354431,1
43805,0.0046944161877036095,0
30642,0.04777587950229645,0
74013,0.165890172123909,0
31570,0.10517826676368713,0
49805,0.10644343495368958,0
16704,0.09336889535188675,0
54206,0.10658806562423706,0
76092,0.03600703924894333,0
54108,0.028161924332380295,0
84362,0.01758839748799801,0
6491,0.4995966851711273,0
78134,0.020129164680838585,0
12973,0.8885921239852905,1
27485,0.20399902760982513,0
94185,0.6411392688751221,1
18547,0.05833664536476135,0
67435,0.8000226020812988,1
93172,0.043717388063669205,0
16850,0.009425056166946888,0
74250,0.056734565645456314,0
43275,0.012430258095264435,0
38910,0.9475845694541931,1
82590,0.16134102642536163,0
5126,0.6361544132232666,1
54819,0.016835825517773628,0
84273,0.011552420444786549,0
30927,0.005106030497699976,0
7351,0.00947615783661604,0
30579,0.7395467162132263,1
60183,0.41388052701950073,0
86195,0.3232768774032593,0
64510,0.0066124130971729755,0
78251,0.776939332485199,1
16842,0.00470008747652173,0
87034,0.0023157275281846523,0
74965,0.05579598248004913,0
94387,0.5812473297119141,1
35840,0.8903472423553467,1
94170,0.026791401207447052,0
68192,0.010152057744562626,0
21643,0.6291323304176331,1
28017,0.1921434998512268,0
98235,0.03774317353963852,0
27384,0.010349874384701252,0
2478,0.6298540234565735,1
97320,0.0017892102478072047,0
54069,0.93983393907547,1
15243,0.016493085771799088,0
97068,0.04210582375526428,0
35470,0.0026857571210712194,0
59806,0.003227182198315859,0
63507,0.5733280181884766,1
97453,0.043108243495225906,0
75286,0.007457180880010128,0
89425,0.024071797728538513,0
37692,0.2629009187221527,0
47103,0.0013769409852102399,0
83045,0.754687488079071,1
19385,0.5163040161132812,1
38047,0.16888949275016785,0
29843,0.03599937632679939,0
72864,0.3077237010002136,0
94560,0.019406504929065704,0
17963,0.9457218050956726,1
47162,0.7456256151199341,1
61973,0.3889322876930237,0
79615,0.7350184321403503,1
8451,0.8584389686584473,1
94738,0.02714747004210949,0
37658,0.758867084980011,1
29174,0.0504348948597908,0
71680,0.6235784292221069,1
43698,0.17544107139110565,0
53046,0.0036575933918356895,0
73526,0.04441005736589432,0
36058,0.013499659486114979,0
89536,0.03181808814406395,0
4538,0.011135577224195004,0
42538,0.03432086482644081,0
29054,0.8936220407485962,1
27195,0.03251849114894867,0
41276,0.2169433832168579,0
72168,0.5065929293632507,1
1796,0.650931715965271,1
84762,0.7887216806411743,1
95173,0.25546687841415405,0
42058,0.001183265121653676,0
8291,0.5385156869888306,1
42580,0.46458700299263,0
83264,0.6898449063301086,1
41296,0.01245639193803072,0
54930,0.5944439172744751,1
90256,0.28161314129829407,0
56149,0.0020145338494330645,0
63987,0.2688029706478119,0
62319,0.17286649346351624,0
48792,0.026988351717591286,0
16923,0.9326047301292419,1
37420,0.01128344889730215,0
3524,0.20270788669586182,0
37198,0.0015304973348975182,0
54893,0.005255879368633032,0
8795,0.011228052899241447,0
24135,0.009175182320177555,0
68401,0.46017059683799744,0
73601,0.06239691749215126,0
3519,0.6866421103477478,1
91763,0.009778302162885666,0
52634,0.004268203862011433,0
39578,0.002321843523532152,0
50198,0.09488045424222946,0
49028,0.020772071555256844,0
26943,0.7252172231674194,1
87251,0.09551072120666504,0
80912,0.02330983802676201,0
86170,0.13415205478668213,0
46920,0.7353781461715698,1
3798,0.013447592034935951,0
32579,0.06216834485530853,0
7382,0.005327978637069464,0
17265,0.0064164730720222,0
2568,0.022731991484761238,0
14026,0.8603259921073914,1
53968,0.043776966631412506,0
93620,0.18735170364379883,0
50984,0.0010033471044152975,0
49826,0.6949973702430725,1
92058,0.9013299942016602,1
13026,0.007224301341921091,0
74350,0.9618452191352844,1
53418,0.11079403012990952,0
59206,0.044163815677165985,0
17950,0.013125761412084103,0
46971,0.044534191489219666,0
96284,0.18841394782066345,0
82509,0.92902672290802,1
10362,0.4795079827308655,0
89071,0.8162000775337219,1
47056,0.082380011677742,0
70953,0.00962434895336628,0
19536,0.07489611953496933,0
69548,0.9581190347671509,1
34687,0.020936088636517525,0
32568,0.13975568115711212,0
56413,0.09974858164787292,0
89362,0.8876796960830688,1
68530,0.8618751764297485,1
62035,0.013034628704190254,0
46087,0.5771847367286682,1
57208,0.1541094332933426,0
91836,0.05040360242128372,0
5439,0.16347411274909973,0
52079,0.09030959010124207,0
27614,0.00904681347310543,0
12650,0.8195502161979675,1
91586,0.11496156454086304,0
3568,0.09333594143390656,0
57621,0.8598582148551941,1
93541,0.3380047380924225,0
48670,0.001213535899296403,0
90643,0.01521281898021698,0
58093,0.015163150615990162,0
38095,0.006087040062993765,0
72048,0.021804509684443474,0
35487,0.4504591226577759,0
1726,0.29849258065223694,0
2518,0.010852517560124397,0
51306,0.060111913830041885,0
26453,0.009858459234237671,0
17045,0.04253149405121803,0
6123,0.47680631279945374,0
56428,0.12687711417675018,0
42903,0.15329647064208984,0
46518,0.8712440729141235,1
28951,0.015350098721683025,0
50317,0.8166447281837463,1
3217,0.0037691001780331135,0
75639,0.013450655154883862,0
47016,0.0044889324344694614,0
91602,0.17808294296264648,0
95613,0.9157661199569702,1
73945,0.026384549215435982,0
83745,0.037525687366724014,0
85761,0.0032936071511358023,0
23645,0.04071447625756264,0
4569,0.008165241219103336,0
48370,0.8586412072181702,1
34189,0.06807561963796616,0
87169,0.4034499526023865,0
34975,0.6316890120506287,1
95038,0.5422272086143494,1
97132,0.8912078738212585,1
65403,0.20670174062252045,0
31208,0.04144806042313576,0
98547,0.2893388867378235,0
12834,0.16314812004566193,0
17682,0.07709531486034393,0
39018,0.09083981066942215,0
23785,0.010147874243557453,0
19523,0.028039680793881416,0
47950,0.8668488264083862,1
79085,0.07242168486118317,0
39076,0.004152411129325628,0
89430,0.016893509775400162,0
87130,0.00983685813844204,0
72904,0.42648884654045105,0
65093,0.22659732401371002,0
78612,0.092012420296669,0
6352,0.009644044563174248,0
73605,0.0027314983308315277,0
14873,0.5006036758422852,1
19530,0.009780514054000378,0
74058,0.09886987507343292,0
1742,0.007295276504009962,0
41058,0.5919553637504578,1
80947,0.4697897136211395,0
31752,0.0027729307767003775,0
18367,0.00234203040599823,0
85679,0.9866920113563538,1
84756,0.011563255451619625,0
29750,0.041028380393981934,0
13809,0.01293863169848919,0
17028,0.026633575558662415,0
91468,0.7171233296394348,1
2157,0.016125932335853577,0
97305,0.7085813283920288,1
64071,0.006323448847979307,0
40618,0.012798679992556572,0
52031,0.04743371158838272,0
87520,0.0648978054523468,0
5938,0.9390818476676941,1
54129,0.003662841860204935,0
29437,0.12341958284378052,0
92068,0.009477297775447369,0
63827,0.49189049005508423,0
43092,0.37408310174942017,0
3214,0.28443270921707153,0
63921,0.005268328357487917,0
85237,0.029352540150284767,0
32415,0.09071671962738037,0
19730,0.0640639141201973,0
10785,0.8878145217895508,1
78156,0.7826951146125793,1
10285,0.07433000952005386,0
94813,0.02488064207136631,0
83954,0.041104305535554886,0
93148,0.40114355087280273,0
24098,0.00171700119972229,0
64312,0.012602956965565681,0
27635,0.3986699879169464,0
2364,0.036560557782649994,0
4857,0.09114103764295578,0
84510,0.22455370426177979,0
72061,0.4185509979724884,0
32875,0.1382361352443695,0
38076,0.9907054305076599,1
47819,0.002406164538115263,0
84102,0.015391132794320583,0
6273,0.268883615732193,0
68257,0.004384538624435663,0
5279,0.7035865783691406,1
69815,0.004266554955393076,0
73021,0.45615389943122864,0
12045,0.01872493326663971,0
18742,0.014200780540704727,0
91756,0.7779332399368286,1
53172,0.389240562915802,0
61872,0.6618592739105225,1
75918,0.0053201699629426,0
69512,0.004981431178748608,0
48236,0.003946325276046991,0
25149,0.00865621492266655,0
2783,0.2568787634372711,0
3745,0.01660381630063057,0
28190,0.1587979644536972,0
6723,0.005338185001164675,0
95487,0.0012008403427898884,0
6582,0.016633741557598114,0
45368,0.11040782183408737,0
47183,0.043030381202697754,0
16354,0.6201085448265076,1
60893,0.013223257847130299,0
61038,0.003657242748886347,0
14865,0.02799273654818535,0
63745,0.486380398273468,0
98543,0.8677442073822021,1
50841,0.12966297566890717,0
64072,0.10520947724580765,0
96180,0.7192777395248413,1
41728,0.05400407314300537,0
41382,0.006870541721582413,0
76921,0.011975116096436977,0
14975,0.018010292202234268,0
49621,0.023179706186056137,0
38914,0.040615152567625046,0
7135,0.050590645521879196,0
1765,0.12773196399211884,0
16420,0.6531918048858643,1
30586,0.01073838397860527,0
68127,0.0042531369253993034,0
52394,0.08628148585557938,0
20437,0.0011489377357065678,0
45062,0.24547411501407623,0
51807,0.06983998417854309,0
1456,0.918009340763092,1
41796,0.08634205907583237,0
18945,0.1765948235988617,0
63175,0.002632200950756669,0
20861,0.053176119923591614,0
82437,0.0034608603455126286,0
68043,0.7035666108131409,1
98720,0.8275068998336792,1
84015,0.01282417681068182,0
67082,0.057382408529520035,0
32981,0.9640879034996033,1
67103,0.3047863841056824,0
71620,0.09682628512382507,0
41890,0.004814856685698032,0
82945,0.29431667923927307,0
46085,0.0103676188737154,0
95640,0.12085682153701782,0
3197,0.0074440063908696175,0
83946,0.06197377294301987,0
92567,0.03878708928823471,0
9563,0.3273375630378723,0
56980,0.010904066264629364,0
78659,0.006132954731583595,0
10749,0.1652117222547531,0
19243,0.0038496432825922966,0
84302,0.10176917165517807,0
2143,0.20026956498622894,0
85621,0.06265848875045776,0
79603,0.8704275488853455,1
90267,0.00168638548348099,0
84150,0.13585563004016876,0
9715,0.04395335167646408,0
83497,0.04598001018166542,0
7429,0.20929235219955444,0
4769,0.9262679815292358,1
51607,0.4440690577030182,0
96312,0.002920342143625021,0
73069,0.19528093934059143,0
34209,0.07940161973237991,0
67208,0.07356356084346771,0
